,Old_index,Name,Amount,List_Price,Price_per_unit_of_measure,Currency,Store,Standardized_Category,Abbr_Category,Cabaz_product
5818,6125,Grão de Bico Cozido sem Glúten,0.41,1.29,4.96,€,continete,mercearia,MERC,8
5820,6127,Grão de Bico Cozido sem Glúten,0.56,1.99,4.98,€,continete,mercearia,MERC,8
5825,6132,Leite Achocolatado sem Lactose,4.0,2.34,2.93,€,continete,mercearia,MERC,0
5826,6133,Grão de Bico Cozido sem Glúten,0.82,2.39,4.60,€,continete,mercearia,MERC,8
5834,6143,Tomate Cacho Biológico,0.5,2.29,4.58,€,continete,mercearia,MERC,15
5835,6144,Tomate Mini Biológico,0.25,1.19,4.76,€,continete,mercearia,MERC,15
5851,6164,Alho Francês Biológico,0.4,1.99,4.98,€,continete,mercearia,MERC,21
5852,6165,Filete Atum em Azeite Biológico,0.12,2.72,34.87,€,continete,mercearia,MERC,12
5853,6166,Queijo Creme Light para Barrar Familiar,0.27,3.19,11.81,€,continete,mercearia,MERC,1
5859,6172,Queijo Fresco sem Lactose,2.0,1.31,10.48,€,continete,mercearia,MERC,1
5862,6176,Atum em Azeite Biológico,0.12,1.97,25.26,€,continete,mercearia,MERC,12
5870,6186,Queijo Fundido Light Palitos,0.14,1.87,13.36,€,continete,mercearia,MERC,1
5871,6187,Leite UHT Magro Selecionado Leve,3.0,1.35,2.25,€,continete,mercearia,MERC,0
5883,6200,Queijo Mini Light,6.0,1.96,16.33,€,continete,mercearia,MERC,1
5898,6216,Feijão Verde Biológico,0.3,3.49,11.63,€,continete,mercearia,MERC,7
5909,6228,Ervilhas Cozidas sem Glúten,0.41,0.99,4.23,€,continete,mercearia,MERC,9
5912,6231,Queijo Flamengo Light Fatiado,0.17,1.97,11.59,€,continete,mercearia,MERC,1
5913,6232,Ervilhas e Cenouras sem Glúten,0.6,3.89,9.97,€,continete,mercearia,MERC,9
5917,6236,Azeite Virgem Extra,0.75,6.35,8.47,€,continete,mercearia,MERC,22
5919,6238,Grão de Bico Cozido sem Glúten,0.54,2.99,5.54,€,continete,mercearia,MERC,8
5920,6239,Veggie Bowls Trigo Sarraceno e Brócolos,0.35,2.99,8.54,€,continete,mercearia,MERC,17
5926,6245,Bolachas Marinheiras com Azeite Virgem Extra,0.2,2.49,12.45,€,continete,mercearia,MERC,22
5927,6246,Ervilhas sem Glúten,3.0,3.99,9.50,€,continete,mercearia,MERC,9
5929,6250,Queijo Mozzarella Light,0.125,1.87,14.96,€,continete,mercearia,MERC,1
5934,6256,Massa Penne Rigate sem Glúten,0.4,2.91,7.28,€,continete,mercearia,MERC,3
5936,6258,Tortitas de Arroz com 54% Chocolate sem Glúten,0.122,1.59,13.03,€,continete,mercearia,MERC,2
5940,6262,Leite UHT Magro,3.0,1.11,1.85,€,continete,mercearia,MERC,0
5941,6263,Massa Instantânea Chinesa de Legumes,0.085,0.83,9.76,€,continete,mercearia,MERC,3
5945,6269,Massa Esparguete,0.5,1.21,2.42,€,continete,mercearia,MERC,3
5949,6273,Queijo Fresco de Cabra Atabafado Light,0.12,2.5,20.83,€,continete,mercearia,MERC,1
5953,6278,Grão de Bico Cozido sem Glúten,0.38,1.19,4.76,€,continete,mercearia,MERC,8
5957,6283,Leite UHT Magro,3.0,0.89,1.48,€,continete,mercearia,MERC,0
5963,6289,Tomate Pelado Inteiro,0.4,1.29,3.23,€,continete,mercearia,MERC,15
5968,6294,Massa Penne Rigate,0.5,0.99,1.98,€,continete,mercearia,MERC,3
5970,6296,Queijo Parmigiano Reggiano Biológico,0.15,6.59,43.93,€,continete,mercearia,MERC,1
5972,6298,Massa Instantânea Chinesa de Cogumelos,0.085,0.83,9.76,€,continete,mercearia,MERC,3
5983,6309,Arroz Basmati Brajma Pronto a Comer sem Glúten,2.0,1.55,6.20,€,continete,mercearia,MERC,2
5985,6311,Leite de Coco,0.2,1.69,8.45,€,continete,mercearia,MERC,0
5993,6319,Queijo Edam sem Lactose Fatiado,0.15,1.68,11.20,€,continete,mercearia,MERC,1
5994,6320,Massa Fusilli sem Glúten,0.4,2.91,7.28,€,continete,mercearia,MERC,3
6000,6326,Fingers de Espinafres,0.284,2.99,10.53,€,continete,mercearia,MERC,19
6003,6329,Queijo sem Lactose Light Fatiado,0.15,1.83,12.20,€,continete,mercearia,MERC,1
6004,6330,Leite UHT Meio Gordo sem Lactose,3.0,1.24,2.07,€,continete,mercearia,MERC,0
6008,6336,Massa de Pimentão sem Glúten,0.4,1.59,3.98,€,continete,mercearia,MERC,3
6031,6363,Massa Fusilli,0.5,1.21,2.42,€,continete,mercearia,MERC,3
6032,6364,Queijo Fresco Longa Duração Magro,3.0,2.25,10.42,€,continete,mercearia,MERC,1
6036,6369,Snack para Bebé Cenoura +10M,0.04,1.91,7.96,€,continete,mercearia,MERC,20
6048,6381,Queijo Flamengo Light Fatiado,0.225,2.53,11.24,€,continete,mercearia,MERC,1
6051,6384,Ervilhas Cozidas sem Glúten,0.42,0.79,3.04,€,continete,mercearia,MERC,9
6052,6385,Polpa Tomate,0.5,3.99,7.98,€,continete,mercearia,MERC,15
6056,6389,Queijo Flamengo sem Lactose Fatiado,0.15,1.26,8.40,€,continete,mercearia,MERC,1
6057,6390,Arroz Integral Pronto a Comer sem Glúten,2.0,1.45,5.80,€,continete,mercearia,MERC,2
6066,6399,Tortitas de Arroz Integral com Chocolate Negro,0.13,2.75,21.15,€,continete,mercearia,MERC,2
6067,6401,Snack para Bebé Tubinhos de Grão de Bico +12M,0.02,1.49,74.50,€,continete,mercearia,MERC,8
6070,6404,Queijo Chévre Biológico,0.18,3.76,20.89,€,continete,mercearia,MERC,1
6073,6407,Queijo Mozzarella de Búfala Sem Lactose,0.125,1.87,14.96,€,continete,mercearia,MERC,1
6080,6414,Queijo Fundido Light Fatiado,0.2,2.34,11.70,€,continete,mercearia,MERC,1
6095,6430,Queijo Creme Fresco para Barrar sem Lactose,0.15,2.34,15.60,€,continete,mercearia,MERC,1
6098,6433,Queijo Fresco para Barrar Light,0.15,1.78,11.87,€,continete,mercearia,MERC,1
6099,6434,Queijo Mozzarella Light,0.125,1.02,8.16,€,continete,mercearia,MERC,1
6116,6453,Queijo Gouda sem Lactose Fatiado,0.15,1.68,11.20,€,continete,mercearia,MERC,1
6118,6455,Massa Linguine sem Glúten,0.4,2.91,7.28,€,continete,mercearia,MERC,3
6119,6456,Molho para Massa Napolitana sem Glúten,0.4,4.69,11.73,€,continete,mercearia,MERC,3
6122,6459,Leite de Coco,0.4,1.49,3.73,€,continete,mercearia,MERC,0
6129,6467,Espinafre Biológico,0.3,1.59,5.30,€,continete,mercearia,MERC,19
6130,6468,Queijo Feta Biológico,0.18,4.7,26.11,€,continete,mercearia,MERC,1
6137,6477,Hambúrguer de Frango sem Glúten,0.48,6.59,13.73,€,continete,mercearia,MERC,10
6141,6481,Creme Vegetal de Soja Light para Culinária,0.25,1.89,7.56,€,continete,mercearia,MERC,23
6142,6482,Massa Esparguete Integral,0.5,0.93,1.86,€,continete,mercearia,MERC,3
6147,6487,Ervilhas Cozidas Lata sem Glúten,0.85,1.39,2.67,€,continete,mercearia,MERC,9
6148,6488,Amêndoa Tostada sem Pele Biológica,0.15,3.99,26.60,€,continete,mercearia,MERC,5
6156,6496,Snack para Bebé Ervilha e Queijo +8M,0.02,1.19,59.50,€,continete,mercearia,MERC,1
6157,6497,Bebida Vegetal de Arroz,3.0,1.4,2.33,€,continete,mercearia,MERC,2
6161,6501,Massa Fusilli Integral,0.5,2.5,5.00,€,continete,mercearia,MERC,3
6179,6522,Feijão Branco Cozido sem Glúten,0.54,2.99,5.54,€,continete,mercearia,MERC,7
6182,6525,Tortitas de Milho com Tomate e Azeite,0.13,2.95,22.69,€,continete,mercearia,MERC,15
6185,6528,Arroz Branco,1.0,4.48,4.48,€,continete,mercearia,MERC,2
6194,6537,Leite Achocolatado sem Lactose,4.0,2.34,2.93,€,continete,mercearia,MERC,0
6203,6546,Massa Espirais sem Glúten,0.5,2.53,5.06,€,continete,mercearia,MERC,3
6207,6550,Fatiado Sabor a Frango,0.1,2.99,29.90,€,continete,mercearia,MERC,10
6210,6553,"Tortitas Vitalday de Arroz, Iogurte e Framboesa sem Glúten",0.112,2.89,25.80,€,continete,mercearia,MERC,2
6219,6562,Barrinhas de Pescada sem Glúten,0.3,2.82,9.40,€,continete,mercearia,MERC,11
6224,6567,Ervilhas com Cenoura sem Glúten,0.41,1.49,6.37,€,continete,mercearia,MERC,9
6226,6569,Queijo Flamengo Light Fatiado,0.2,2.63,13.15,€,continete,mercearia,MERC,1
6227,6570,Queijo Fresco Magro,0.08,0.55,6.88,€,continete,mercearia,MERC,1
6238,6583,Azeite Virgem Extra Suave,0.75,6.35,8.47,€,continete,mercearia,MERC,22
6241,6586,Massa de Alho sem Glúten,0.2,0.85,4.25,€,continete,mercearia,MERC,3
6243,6588,Tortitas de Arroz sem Glúten,0.13,0.99,7.62,€,continete,mercearia,MERC,2
6244,6589,Queijo Flamengo sem Lactose Fatiado,0.15,2.44,16.27,€,continete,mercearia,MERC,1
6248,6593,Barrinhas de Pescada com Limão sem Glúten,0.3,5.65,18.83,€,continete,mercearia,MERC,11
6267,6616,Gnocchi com Molho de Tomate e Espinafres,0.5,3.69,7.38,€,continete,mercearia,MERC,15
6273,6622,Snack para Bebé Fruta e Vegetais +8M,0.02,1.19,59.50,€,continete,mercearia,MERC,16
6275,6624,Tostas Multicereais sem Glúten,0.14,3.52,25.14,€,continete,mercearia,MERC,5
6279,6628,Galetes de Arroz sem Sal Finíssimas sem Glúten,0.13,1.39,10.69,€,continete,mercearia,MERC,2
6280,6629,Fatias Vegetarianas com Vegetais Assados,0.1,2.19,21.90,€,continete,mercearia,MERC,16
6290,6639,Atum em Tomate,0.12,2.09,26.79,€,continete,mercearia,MERC,12
6291,6640,Cereais de Arroz Tufado com Chocolate,0.375,1.79,4.77,€,continete,mercearia,MERC,2
6300,6650,Leite de Coco,0.165,1.52,9.21,€,continete,mercearia,MERC,0
6303,6653,Bolachas Tostadas Diet Nature,0.4,3.19,7.98,€,continete,mercearia,MERC,5
6306,6656,Creme Vegetal de Aveia para Culinária,0.25,1.84,7.36,€,continete,mercearia,MERC,23
6310,6660,Tortitas Vitalday de Arroz Integral Chocolate Negro,0.105,2.44,23.24,€,continete,mercearia,MERC,2
6311,6661,"Tortitas de Aveia, Arroz e Chocolate Negro",0.082,2.44,29.76,€,continete,mercearia,MERC,2
6320,6670,Queijo Fresco Magro,0.2,0.93,4.65,€,continete,mercearia,MERC,1
6321,6671,Queijo Cottage Magro para Barrar Natural,0.18,1.87,10.39,€,continete,mercearia,MERC,1
6327,6678,Massa Esparguete sem Glúten,0.4,2.91,7.28,€,continete,mercearia,MERC,3
6331,6682,Snack para Bebé Mini Bolachas de Arroz +3A,0.03,1.49,49.67,€,continete,mercearia,MERC,2
6334,6685,Galetes de Arroz com Sal Finíssimas sem Glúten,0.13,1.39,10.69,€,continete,mercearia,MERC,2
6342,6693,Ervilha sem Glúten,3.0,2.74,14.05,€,continete,mercearia,MERC,9
6351,6702,Leite Condensado Magro,0.397,1.49,3.75,€,continete,mercearia,MERC,0
6354,6705,Sopa 100% Tomate Toscana,0.058,1.99,34.31,€,continete,mercearia,MERC,15
6357,6709,Arroz de Cenoura Pronto a Comer sem Glúten,2.0,1.45,5.80,€,continete,mercearia,MERC,2
6359,6711,Massa Esparguete Integral,0.5,2.5,5.00,€,continete,mercearia,MERC,3
6362,6714,Queijo Fresco de Vaca Longa Duração Baixo Teor de Sal,4.0,2.53,10.12,€,continete,mercearia,MERC,1
6365,6718,Sardinha em Azeite,0.12,1.99,23.69,€,continete,mercearia,MERC,13
6371,6724,Leite de Coco Light,0.4,2.99,7.48,€,continete,mercearia,MERC,0
6372,6725,Tablete de Chocolate de Leite Extrafino sem Glúten,0.27,4.25,15.74,€,continete,mercearia,MERC,0
6396,6751,Tostas Baixo Teor de Sal,0.225,0.93,4.13,€,continete,mercearia,MERC,5
6403,6763,Bolachas Tostadas,0.8,3.34,4.18,€,continete,mercearia,MERC,5
6406,6766,Tostas de Mistura sem Glúten,0.14,3.52,25.14,€,continete,mercearia,MERC,5
6414,6774,Snack de Arroz e Alecrim sem Glúten,0.04,1.69,42.25,€,continete,mercearia,MERC,2
6415,6775,Massa Instantânea Chinesa de Caril,0.085,0.83,9.76,€,continete,mercearia,MERC,3
6433,6794,Filetes de Pescada sem Glúten,0.32,5.83,18.22,€,continete,mercearia,MERC,11
6437,6798,"Tortitas de Arroz Chocolate Negro, Laranja e Flor de Azahar",0.132,2.75,20.83,€,continete,mercearia,MERC,2
6460,6822,Massa Esparguete,0.5,1.31,2.62,€,continete,mercearia,MERC,3
6463,6825,Rebentos de Feijão Mungo sem Glúten,3.0,4.99,18.48,€,continete,mercearia,MERC,7
6479,6843,Bolachas Digestivas de Aveia com Chocolate de Leite Finas,0.15,2.69,17.93,€,continete,mercearia,MERC,0
6484,6848,Arroz Agulha Pronto a Comer sem Glúten,2.0,1.45,5.80,€,continete,mercearia,MERC,2
6486,6850,Azeite Virgem Extra,0.5,3.76,7.52,€,continete,mercearia,MERC,22
6492,6856,Massa de Pimentão sem Glúten,0.2,0.85,4.25,€,continete,mercearia,MERC,3
6496,6860,Fiambre Peito de Frango Baixo teor de Sal,0.15,2.59,17.27,€,continete,mercearia,MERC,10
6499,6863,Ervilhas sem Glúten,0.481,2.49,9.96,€,continete,mercearia,MERC,9
6509,6874,Cornitas de Feijão Preto sem Glúten,0.09,1.79,19.89,€,continete,mercearia,MERC,7
6515,6880,Tortitas de Arroz Integral com Sal sem Glúten,0.13,0.79,6.08,€,continete,mercearia,MERC,2
6516,6881,Massa Penne Integral,0.5,2.5,5.00,€,continete,mercearia,MERC,3
6533,6898,Tortitas de Arroz e Quinoa Vermelha sem Glúten,0.13,1.29,9.92,€,continete,mercearia,MERC,2
6534,6899,Massa Esparguete sem Glúten,0.5,2.53,5.06,€,continete,mercearia,MERC,3
6540,6905,Tortitas de Arroz Integral e Quinoa sem Glúten,0.13,1.49,11.46,€,continete,mercearia,MERC,2
6545,6910,Snack de Lentilhas Vermelhas e Grão de Bico sem Glúten,0.045,2.29,50.89,€,continete,mercearia,MERC,8
6562,6929,Marmelada Light,0.4,3.49,8.73,€,continete,mercearia,MERC,24
6567,6934,Hambúrguer de Frango sem Glúten,0.24,3.76,15.67,€,continete,mercearia,MERC,10
6580,6947,Queijo Fresco Médio Magro,0.18,1.68,8.40,€,continete,mercearia,MERC,1
6588,6956,Rebentos de Feijão Mungo sem Glúten,0.222,0.85,7.73,€,continete,mercearia,MERC,7
6590,6958,Queijo Fresco Cottage Light,0.18,1.5,8.33,€,continete,mercearia,MERC,1
6593,6961,Hambúrguer Panado Vegan Sabor a Frango,0.18,3.09,17.17,€,continete,mercearia,MERC,10
6597,6965,Queijo Fresco Longa Duração Light,0.25,2.16,8.64,€,continete,mercearia,MERC,1
6599,6968,Chili Vegetariano com Arroz Selvagem,0.3,3.99,12.09,€,continete,mercearia,MERC,2
6601,6970,Queijo Fresco Magro,0.08,0.55,6.88,€,continete,mercearia,MERC,1
6605,6974,Doce Extra Tomate Light,0.34,1.69,4.97,€,continete,mercearia,MERC,15
6611,6981,Massa de Tempero de Vinha de Alho sem Glúten,0.2,0.85,4.25,€,continete,mercearia,MERC,3
6616,6986,Tortitas de Arroz sem Sal sem Glúten,0.13,0.79,6.08,€,continete,mercearia,MERC,2
6620,6991,Tortitas Vitalday de Arroz com Iogurte sem Glúten,0.125,2.44,2.44,€,continete,mercearia,MERC,2
6627,7000,Bolacha Maria,0.6,3.29,5.48,€,continete,mercearia,MERC,6
6639,7012,Leite de Coco,0.4,2.99,7.48,€,continete,mercearia,MERC,0
6642,7015,Molho de Tomate e Ricotta sem Glúten,0.4,4.99,12.48,€,continete,mercearia,MERC,15
6647,7020,Patê de Frango sem Glúten,0.075,1.84,24.53,€,continete,mercearia,MERC,10
6648,7021,"Saqueta de Fruta Maçã, Banana e Cenoura +4M",0.1,1.08,10.80,€,continete,mercearia,MERC,20
6656,7030,Tortitas de Arroz com Chocolate Preto,4.0,2.29,19.08,€,continete,mercearia,MERC,2
6668,7043,Barras de Cereais Multicereais Chocolate de Leite Sarialis sem Glúten,0.12,3.71,47.56,€,continete,mercearia,MERC,0
6673,7049,"Tortitas Vitalday de Arroz, Chocolate e Coco sem Glúten",0.1176,2.89,24.70,€,continete,mercearia,MERC,2
6677,7054,Massa Esparguete,0.5,1.97,3.94,€,continete,mercearia,MERC,3
6681,7058,Tortitas de Arroz 3 Cereais sem Glúten,0.13,1.87,14.38,€,continete,mercearia,MERC,2
6699,7076,Massa Macarrão Penne,0.5,1.31,2.62,€,continete,mercearia,MERC,3
6707,7086,Feijão com Chouriço sem Glúten,0.42,2.29,5.45,€,continete,mercearia,MERC,7
6715,7094,Empanadilha Espinafres e Queijo,0.33,4.39,13.30,€,continete,mercearia,MERC,1
6724,7104,Chocolate Zero de Leite,0.03,0.99,33.00,€,continete,mercearia,MERC,0
6730,7110,Tortitas de Arroz Multicereais sem Glúten,0.13,1.29,9.92,€,continete,mercearia,MERC,2
6736,7116,Grão de Bico,0.5,3.0,6.00,€,continete,mercearia,MERC,8
6739,7119,Bolo de Arroz sem Glúten,0.225,3.56,15.82,€,continete,mercearia,MERC,2
6743,7123,Queijo Brie sem Lactose,0.125,3.1,24.80,€,continete,mercearia,MERC,1
6744,7124,Hambúrguer Vegetariano de Espinafres,0.16,4.39,27.44,€,continete,mercearia,MERC,19
6762,7145,"Tortitas Vitalday de Arroz, Chocolate e Framboesa sem Glúten",0.1224,2.89,27.79,€,continete,mercearia,MERC,2
6783,7167,Arroz Integral,1.0,4.23,4.23,€,continete,mercearia,MERC,2
6818,7202,Bolachas Crackers Sementes e Azeite,0.185,2.29,12.72,€,continete,mercearia,MERC,22
6820,7204,Almôndegas Vegetarianas com Tomate,0.25,3.55,3.55,€,continete,mercearia,MERC,15
6835,7219,Azeite Virgem Extra,0.5,6.78,13.56,€,continete,mercearia,MERC,22
6836,7220,Iogurte Bifidus Eleva Pêssego e Cenoura sem Lactose,0.46,2.82,6.13,€,continete,mercearia,MERC,20
6840,7225,Leite UHT Meio Gordo sem Lactose,3.0,1.92,3.20,€,continete,mercearia,MERC,0
6841,7226,Pedaços Vegan Sabor a Frango,0.16,3.09,19.31,€,continete,mercearia,MERC,10
6852,7239,Hambúrguer Vegan Sabor a Frango,0.16,3.09,19.31,€,continete,mercearia,MERC,10
6856,7243,Bolachas com Cobertura Chocolate Leite Finas,0.15,2.69,17.93,€,continete,mercearia,MERC,0
6864,7251,Tortitas de Arroz Integral,0.13,2.05,15.77,€,continete,mercearia,MERC,2
6872,7259,Tablete de Chocolate de Leite Extrafino sem Glúten,0.125,1.64,13.12,€,continete,mercearia,MERC,0
6875,7262,Tortitas de Arroz sem Sal,0.13,1.99,15.31,€,continete,mercearia,MERC,2
6878,7266,Tortitas de Arroz Proteicas com Chocolate Preto,0.096,2.29,23.85,€,continete,mercearia,MERC,2
6886,7276,Iogurte Líquido Bifidus Eleva Manga e Cenoura sem Lactose,0.604,1.97,3.26,€,continete,mercearia,MERC,20
6892,7282,Atum Posta em Azeite,0.12,1.4,17.95,€,continete,mercearia,MERC,12
6910,7302,Massa Lasanha sem Glúten,0.25,3.57,14.28,€,continete,mercearia,MERC,3
6915,7307,Marmelada,0.25,1.99,7.96,€,continete,mercearia,MERC,24
6918,7310,Massa de Lentilhas Vermelhas sem Glúten,0.25,3.72,14.88,€,continete,mercearia,MERC,3
6923,7315,Hambúrguer de Espinafres,0.16,3.39,21.19,€,continete,mercearia,MERC,19
6925,7317,Leite com Proteína Morango,0.33,1.97,5.97,€,continete,mercearia,MERC,0
6944,7337,Tostas com Alho e Tomilho sem Glúten,0.14,3.61,25.79,€,continete,mercearia,MERC,5
6948,7341,Preparado para Arroz de Marisco Ultracongelado,0.5,4.51,9.02,€,continete,mercearia,MERC,2
6957,7352,Leite Achocolatado sem Lactose,6.0,6.69,4.46,€,continete,mercearia,MERC,0
6961,7356,Sardinha em Tomate,0.12,1.99,23.69,€,continete,mercearia,MERC,13
6990,7386,Suplemento Gold Colagénio + Ácido Hialurónico Sabor Bolacha Maria,0.45,23.8,52.89,€,continete,mercearia,MERC,6
6998,7394,Massa Tagliatelle Integral,0.25,2.25,9.00,€,continete,mercearia,MERC,3
7006,7404,"Tortitas de Arroz, Chia e Quinoa sem Glúten",0.1,1.09,10.90,€,continete,mercearia,MERC,2
7010,7408,Massa Disney Princesas,0.3,1.87,6.23,€,continete,mercearia,MERC,3
7015,7413,Molho Piri-Piri com Azeite,0.05,1.99,39.80,€,continete,mercearia,MERC,22
7023,7422,Patê de Sardinha com Ingredientes Biológicos,0.075,1.69,22.53,€,continete,mercearia,MERC,13
7025,7424,"Tortitas Vitalday de Arroz, Chocolate e Laranja sem Glúten",0.1372,2.89,24.08,€,continete,mercearia,MERC,2
7036,7435,Baguete de Tomate com Manjericão,0.35,1.49,4.26,€,continete,mercearia,MERC,15
7038,7439,Azeite Virgem Extra,0.5,9.42,18.84,€,continete,mercearia,MERC,22
7046,7447,Arroz Integral Longo,0.5,1.12,2.24,€,continete,mercearia,MERC,2
7052,7455,Arroz Basmati Himal,0.5,2.1,4.20,€,continete,mercearia,MERC,2
7063,7468,Rebentos de Feijão Mungo sem Glúten,0.184,0.99,9.00,€,continete,mercearia,MERC,7
7065,7470,Tablete de Chocolate de Leite,0.1,1.19,11.90,€,continete,mercearia,MERC,0
7076,7481,Massa Disney Mickey,0.3,1.87,6.23,€,continete,mercearia,MERC,3
7088,7495,Tablete de Chocolate de Leite Extrafino com Amêndoa sem Glúten,0.27,4.25,15.74,€,continete,mercearia,MERC,0
7106,7513,Leite de Coco Light,0.4,2.24,5.60,€,continete,mercearia,MERC,0
7119,7526,Hambúrgueres de Vaca e Queijo sem Glúten,0.2,4.7,23.50,€,continete,mercearia,MERC,1
7125,7533,Sumo Natural Cenoura,0.2,1.09,5.45,€,continete,mercearia,MERC,20
7128,7536,Almôndegas de Cenoura,0.42,9.99,23.79,€,continete,mercearia,MERC,20
7129,7537,Massa Penne de Arroz Integral sem Glúten,0.25,2.63,10.52,€,continete,mercearia,MERC,2
7133,7541,Tortita de Arroz sem Glúten,0.129,1.49,11.55,€,continete,mercearia,MERC,2
7146,7555,Hambúrguer de Cereais com Queijo,0.16,3.49,21.81,€,continete,mercearia,MERC,1
7149,7558,Preparado para Arroz de Marisco Ultracongelado,0.8,5.49,6.86,€,continete,mercearia,MERC,2
7158,7567,Tablete de Chocolate de Leite com Amêndoa Extrafino sem Glúten,0.123,2.19,17.80,€,continete,mercearia,MERC,0
7159,7568,Ervilhas Frasco sem Glúten,0.345,1.59,7.57,€,continete,mercearia,MERC,9
7172,7581,Patê de Atum em Óleo sem Glúten,0.075,1.96,26.13,€,continete,mercearia,MERC,12
7174,7583,Tempero para Frango sem Glúten,0.2,0.85,4.25,€,continete,mercearia,MERC,10
7188,7597,Hambúrguer Cenoura e Algas,0.15,3.49,21.81,€,continete,mercearia,MERC,20
7190,7600,Tablete de Chocolate de Leite Culinária sem Glúten,0.2,2.09,2.09,€,continete,mercearia,MERC,0
7204,7616,Filete de Atum em Azeite Biológico,0.12,2.3,29.49,€,continete,mercearia,MERC,12
7216,7628,Cereais Rice Krispies Arroz Tostado com Mel,0.34,2.49,7.32,€,continete,mercearia,MERC,2
7217,7629,Marmelada,0.25,3.95,15.80,€,continete,mercearia,MERC,24
7227,7640,Leite de Coco Light,0.4,2.39,5.98,€,continete,mercearia,MERC,0
7250,7666,Leite Proteína Morango sem Lactose,3.0,2.99,3.99,€,continete,mercearia,MERC,0
7259,7676,Feijão Encarnado,0.66,3.89,8.10,€,continete,mercearia,MERC,7
7261,7678,Tablete Chocolate Leite com Avelãs e Caramelo,0.09,3.49,38.78,€,continete,mercearia,MERC,0
7268,7685,Bolachas Crackers Grão de Bico e Linhaça,0.185,2.99,16.16,€,continete,mercearia,MERC,8
7275,7693,Leite Proteína Cacau sem Lactose,3.0,2.99,3.99,€,continete,mercearia,MERC,0
7277,7695,Queijo Fresco de Vaca Light,0.2,1.87,9.35,€,continete,mercearia,MERC,1
7283,7701,Massa Instantânea Chinesa Ezy Cook,0.375,3.1,8.27,€,continete,mercearia,MERC,3
7299,7720,Preparado para Leite de Creme sem Glúten,4.0,1.09,11.85,€,continete,mercearia,MERC,0
7304,7725,Sumo Cenoura,0.2,1.29,6.45,€,continete,mercearia,MERC,20
7309,7730,Néctar Laranja e Cenoura com Stevia -40% de Açúcar,3.0,1.15,1.92,€,continete,mercearia,MERC,20
